market,shock,safeguard,participation,similarity,realised_volatility,maximum_drawdown,mean_pairwise_correlation,normalised_liquidity_deterioration,recovery_time,peak_herding,peak_asset_herding
traditional,fundamental,execution_delay,0.5,0.5,0.029930943696976388,0.10765137606278793,0.07084735834230359,0.0038499166827741503,2.3,0.4716747294237987,1.0
traditional,fundamental,execution_delay,0.5,0.9,0.03032041608492428,0.10793984978768376,0.06348275734712794,0.0032022521798576896,2.4,0.47162145970174063,1.0
traditional,fundamental,execution_delay,0.75,0.0,0.0284476144964318,0.11449315019774553,0.06443049796950508,0.0041598641068235,1.6,0.42332663346829563,0.8650239580543218
traditional,fundamental,execution_delay,0.75,0.5,0.028923788152383667,0.11504637771353729,0.054009912321639895,0.00313825798904947,1.5,0.43405493328331934,1.0
traditional,fundamental,execution_delay,0.75,0.9,0.02985802177666825,0.11598792779008378,0.03594565163361615,0.0022581283377118002,2.9,0.4305226161276547,1.0
traditional,fundamental,liquidity_buffer,0.0,0.0,0.02958049450951531,0.1016276013599775,0.080316012923023,0.00309170411504776,3.1,0.0,0.0
traditional,fundamental,liquidity_buffer,0.0,0.5,0.02958049450951531,0.1016276013599775,0.080316012923023,0.00309170411504776,3.1,0.0,0.0
traditional,fundamental,liquidity_buffer,0.0,0.9,0.02958049450951531,0.1016276013599775,0.080316012923023,0.00309170411504776,3.1,0.0,0.0
traditional,fundamental,liquidity_buffer,0.25,0.0,0.02824108984252225,0.11642781018418058,0.07749191557274158,0.00304797620259068,4.0,0.45810138967327607,0.7973333333333332
traditional,fundamental,liquidity_buffer,0.25,0.5,0.028381346879642,0.11654620660275192,0.07462659147293489,0.00253290856503311,3.9,0.48389132482997044,1.0
traditional,fundamental,liquidity_buffer,0.25,0.9,0.02872994465895539,0.11689087035725247,0.06739068943216833,0.0019138856965476483,3.0,0.4902391380296153,1.0
traditional,fundamental,liquidity_buffer,0.5,0.0,0.02864212345545818,0.11902536905725983,0.06279051968424806,0.006261616669063309,1.4,0.37729903059975933,0.7866666666666666
traditional,fundamental,liquidity_buffer,0.5,0.5,0.029416642953488746,0.11972522818472933,0.04498317965979602,0.00443421062008581,2.0,0.38669402157579297,1.0
traditional,fundamental,liquidity_buffer,0.5,0.9,0.03099558562389258,0.12081237204306199,0.01527024077218821,0.00269469498252583,2.7,0.40154434277032447,1.0
traditional,fundamental,liquidity_buffer,0.75,0.0,0.029405885162232692,0.12935605916045326,0.06534062457444648,0.0059072692418058,1.4,0.34180843762670016,0.8160000000000001
traditional,fundamental,liquidity_buffer,0.75,0.5,0.03092501537356193,0.1298373575416213,0.0376648573560872,0.005773492061792169,2.1,0.37708217479211936,1.0
traditional,fundamental,liquidity_buffer,0.75,0.9,0.03443212584670074,0.13211820390689016,-0.010138249897538849,0.00419026904501996,3.5,0.3585310711601838,1.0
traditional,fundamental,none,0.0,0.0,0.02958049450951531,0.1016276013599775,0.080316012923023,0.00309170411504776,3.1,0.0,0.0
traditional,fundamental,none,0.0,0.5,0.02958049450951531,0.1016276013599775,0.080316012923023,0.00309170411504776,3.1,0.0,0.0
traditional,fundamental,none,0.0,0.9,0.02958049450951531,0.1016276013599775,0.080316012923023,0.00309170411504776,3.1,0.0,0.0
traditional,fundamental,none,0.25,0.0,0.02824108984252225,0.11642781018418058,0.07749191557274158,0.00304797620259068,4.0,0.45810138967327607,0.7973333333333332
traditional,fundamental,none,0.25,0.5,0.028381346879642,0.11654620660275192,0.07462659147293489,0.00253290856503311,3.9,0.48389132482997044,1.0
traditional,fundamental,none,0.25,0.9,0.02872994465895539,0.11689087035725247,0.06739068943216833,0.0019138856965476483,3.0,0.4902391380296153,1.0
traditional,fundamental,none,0.5,0.0,0.02864212345545818,0.11902536905725983,0.06279051968424806,0.006261616669063309,1.4,0.37729903059975933,0.7866666666666666
traditional,fundamental,none,0.5,0.5,0.029416642953488746,0.11972522818472933,0.04498317965979602,0.00443421062008581,2.0,0.38669402157579297,1.0
